ts_code,csname,extname,cname,index_code,index_name,setup_date,list_date,list_status,exchange,mgr_name,custod_name,mgt_fee,etf_type
159153.OF,鹏华国证消费电子主题ETF,鹏华国证消费电子主题ETF,鹏华国证消费电子主题交易型开放式指数证券投资基金,980030.SZ,国证消费电子主题指数,20260129,2026-02-09,L,SZ,鹏华基金,东方财富证券股份有限公司,,纯境内
159153.SZ,鹏华国证消费电子主题ETF,消费电子ETF鹏华,鹏华国证消费电子主题交易型开放式指数证券投资基金,980030.SZ,国证消费电子主题指数,20260129,2026-02-09,L,SZ,鹏华基金,东方财富证券股份有限公司,0.5,纯境内
159155.OF,大成中证电池主题ETF,大成中证电池主题ETF,大成中证电池主题交易型开放式指数证券投资基金,931719.CSI,中证电池主题指数,20260113,2026-01-21,L,SZ,大成基金,兴业银行股份有限公司,,纯境内
159155.SZ,大成中证电池主题ETF,电池ETF大成,大成中证电池主题交易型开放式指数证券投资基金,931719.CSI,中证电池主题指数,20260113,2026-01-21,L,SZ,大成基金,兴业银行股份有限公司,0.5,纯境内
159156.OF,万家国证新能源车电池ETF,万家国证新能源车电池ETF,万家国证新能源车电池交易型开放式指数证券投资基金,980032.SZ,国证新能源车电池指数,20260204,2026-02-12,L,SZ,万家基金,恒丰银行股份有限公司,,纯境内
159156.SZ,万家国证新能源车电池ETF,电池ETF万家,万家国证新能源车电池交易型开放式指数证券投资基金,980032.SZ,国证新能源车电池指数,20260204,2026-02-12,L,SZ,万家基金,恒丰银行股份有限公司,0.5,纯境内
159157.OF,天弘中证工业有色金属主题ETF,天弘中证工业有色金属主题ETF,天弘中证工业有色金属主题交易型开放式指数证券投资基金,H11059.CSI,中证工业有色金属主题指数,20260128,2026-02-06,L,SZ,天弘基金,中信证券股份有限公司,,纯境内
159157.SZ,天弘中证工业有色金属主题ETF,有色金属ETF天弘,天弘中证工业有色金属主题交易型开放式指数证券投资基金,H11059.CSI,中证工业有色金属主题指数,20260128,2026-02-06,L,SZ,天弘基金,中信证券股份有限公司,0.5,纯境内
159158.OF,景顺长城中证全指电力公用事业ETF,景顺长城中证全指电力公用事业ETF,景顺长城中证全指电力公用事业交易型开放式指数证券投资基金,H30199.CSI,中证全指电力公用事业指数,20260116,2026-01-27,L,SZ,景顺长城基金,国投证券股份有限公司,,纯境内
159158.SZ,景顺长城中证全指电力公用事业ETF,电力ETF景顺,景顺长城中证全指电力公用事业交易型开放式指数证券投资基金,H30199.CSI,中证全指电力公用事业指数,20260116,2026-01-27,L,SZ,景顺长城基金,国投证券股份有限公司,0.5,纯境内
159159.OF,国投瑞银中证全指公用事业ETF,国投瑞银中证全指公用事业ETF,国投瑞银中证全指公用事业交易型开放式指数证券投资基金,000995.CSI,中证全指公用事业指数,20260204,2026-02-12,L,SZ,国投瑞银基金,中国银河证券股份有限公司,,纯境内
159159.SZ,国投瑞银中证全指公用事业ETF,公用事业ETF国投瑞银,国投瑞银中证全指公用事业交易型开放式指数证券投资基金,000995.CSI,中证全指公用事业指数,20260204,2026-02-12,L,SZ,国投瑞银基金,中国银河证券股份有限公司,0.15,纯境内
159160.SZ,电池ETF东财,电池ETF东财,东财中证电池主题交易型开放式指数证券投资基金,931719.CSI,中证电池主题指数,20260319,2026-03-27,L,SZ,东财基金,兴业银行股份有限公司,0.5,纯境内
159162.OF,鹏华中证工业有色金属主题ETF,鹏华中证工业有色金属主题ETF,鹏华中证工业有色金属主题交易型开放式指数证券投资基金,H11059.CSI,中证工业有色金属主题指数,20260121,2026-01-29,L,SZ,鹏华基金,兴业银行股份有限公司,,纯境内
159162.SZ,鹏华中证工业有色金属主题ETF,工业有色ETF鹏华,鹏华中证工业有色金属主题交易型开放式指数证券投资基金,H11059.CSI,中证工业有色金属主题指数,20260121,2026-01-29,L,SZ,鹏华基金,兴业银行股份有限公司,0.5,纯境内
159163.OF,泰康中证有色金属矿业主题ETF,泰康中证有色金属矿业主题ETF,泰康中证有色金属矿业主题交易型开放式指数证券投资基金,931892.CSI,中证有色金属矿业主题指数,20260127,2026-02-09,L,SZ,泰康基金,兴业银行股份有限公司,,纯境内
159163.SZ,泰康中证有色金属矿业主题ETF,有色ETF泰康,泰康中证有色金属矿业主题交易型开放式指数证券投资基金,931892.CSI,中证有色金属矿业主题指数,20260127,2026-02-09,L,SZ,泰康基金,兴业银行股份有限公司,0.5,纯境内
159165.OF,养殖ETF永赢,养殖ETF永赢,永赢中证畜牧养殖产业交易型开放式指数证券投资基金,931946.CSI,中证畜牧养殖产业指数,20260204,2026-02-12,L,SZ,永赢基金,中信建投证券股份有限公司,,纯境内
159165.SZ,养殖ETF永赢,养殖ETF永赢,永赢中证畜牧养殖产业交易型开放式指数证券投资基金,931946.CSI,中证畜牧养殖产业指数,20260204,2026-02-12,L,SZ,永赢基金,中信建投证券股份有限公司,0.5,纯境内
159166.SZ,长城国证自由现金流ETF,现金流ETF长城,长城国证自由现金流交易型开放式指数证券投资基金,980092.SZ,国证自由现金流指数,20260311,2026-03-18,L,SZ,长城基金,中国建设银行股份有限公司,0.5,纯境内
159167.OF,港股通医疗ETF工银,港股通医疗ETF工银,工银瑞信中证港股通医疗主题交易型开放式指数证券投资基金,932069.CSI,中证港股通医疗主题指数,20260204,2026-02-12,L,SZ,工银瑞信基金,华泰证券股份有限公司,,纯境内
159167.SZ,港股通医疗ETF工银,港股通医疗ETF工银,工银瑞信中证港股通医疗主题交易型开放式指数证券投资基金,932069.CSI,中证港股通医疗主题指数,20260204,2026-02-12,L,SZ,工银瑞信基金,华泰证券股份有限公司,0.5,纯境内
159168.OF,富国中证工业有色金属主题ETF,富国中证工业有色金属主题ETF,富国中证工业有色金属主题交易型开放式指数证券投资基金,H11059.CSI,中证工业有色金属主题指数,20260204,2026-02-12,L,SZ,富国基金,中信建投证券股份有限公司,,纯境内
159168.SZ,富国中证工业有色金属主题ETF,有色ETF富国,富国中证工业有色金属主题交易型开放式指数证券投资基金,H11059.CSI,中证工业有色金属主题指数,20260204,2026-02-12,L,SZ,富国基金,中信建投证券股份有限公司,0.5,纯境内
159169.OF,广发恒生生物科技ETF,广发恒生生物科技ETF,广发恒生生物科技交易型开放式指数证券投资基金,HSBIO.HI,恒生生物科技指数,20260212,,P,SZ,广发基金,华夏银行股份有限公司,0.5,纯境内
159169.SZ,广发恒生生物科技ETF,恒生生物科技ETF广发,广发恒生生物科技交易型开放式指数证券投资基金,HSBIO.HI,恒生生物科技指数,20260212,2026-03-04,L,SZ,广发基金,华夏银行股份有限公司,0.5,纯境内
159170.OF,港股通互联网ETF永赢,港股通互联网ETF永赢,永赢国证港股通互联网交易型开放式指数证券投资基金,987022.SZ,国证港股通互联网指数,,,P,SZ,永赢基金,兴业银行股份有限公司,0.4,纯境内
159170.SZ,港股通互联网ETF永赢,港股通互联网ETF永赢,永赢国证港股通互联网交易型开放式指数证券投资基金,987022.SZ,国证港股通互联网指数,20260311,2026-03-19,L,SZ,永赢基金,兴业银行股份有限公司,0.4,纯境内
159171.OF,博时中证工业有色金属主题ETF,博时中证工业有色金属主题ETF,博时中证工业有色金属主题交易型开放式指数证券投资基金,H11059.CSI,中证工业有色金属主题指数,,,P,SZ,博时基金,国投证券股份有限公司,0.5,纯境内
159171.SZ,博时中证工业有色金属主题ETF,工业有色ETF博时,博时中证工业有色金属主题交易型开放式指数证券投资基金,H11059.CSI,中证工业有色金属主题指数,20260213,2026-03-05,L,SZ,博时基金,国投证券股份有限公司,0.5,纯境内
159172.OF,汇添富中证畜牧养殖产业ETF,汇添富中证畜牧养殖产业ETF,汇添富中证畜牧养殖产业交易型开放式指数证券投资基金,931946.CSI,中证畜牧养殖产业指数,,,P,SZ,汇添富基金,光大证券股份有限公司,0.5,纯境内
159172.SZ,汇添富中证畜牧养殖产业ETF,养殖ETF汇添富,汇添富中证畜牧养殖产业交易型开放式指数证券投资基金,931946.CSI,中证畜牧养殖产业指数,20260311,2026-03-20,L,SZ,汇添富基金,光大证券股份有限公司,0.5,纯境内
159173.SZ,南方中证全指农牧渔ETF,南方中证全指农牧渔ETF,南方中证全指农牧渔交易型开放式指数证券投资基金,930910.CSI,中证全指农牧渔指数,20260325,,P,SZ,南方基金,中国工商银行股份有限公司,,纯境内
159175.OF,易方达中证电池主题ETF,易方达中证电池主题ETF,易方达中证电池主题交易型开放式指数证券投资基金,931719.CSI,中证电池主题指数,,,P,SZ,易方达基金,中国民生银行股份有限公司,0.5,纯境内
159175.SZ,易方达中证电池主题ETF,电池ETF易方达,易方达中证电池主题交易型开放式指数证券投资基金,931719.CSI,中证电池主题指数,20260225,2026-03-05,L,SZ,易方达基金,中国民生银行股份有限公司,0.5,纯境内
159176.SZ,华宝中证全指家用电器ETF,华宝中证全指家用电器ETF,华宝中证全指家用电器交易型开放式指数证券投资基金,930697.CSI,中证全指家用电器指数,20260326,,P,SZ,华宝基金,中泰证券股份有限公司,,纯境内
159177.SZ,鹏华中证工程机械主题ETF,鹏华中证工程机械主题ETF,鹏华中证工程机械主题交易型开放式指数证券投资基金,931752.CSI,中证工程机械主题指数,20260317,2026-04-02,P,SZ,鹏华基金,南京银行股份有限公司,,纯境内
159178.SZ,汇添富国证消费电子主题ETF,汇添富国证消费电子主题ETF,汇添富国证消费电子主题交易型开放式指数证券投资基金,980030.SZ,国证消费电子主题指数,,,P,SZ,汇添富基金,中国农业银行股份有限公司,,纯境内
159179.SZ,港股通互联网ETF工银,港股通互联网ETF工银,工银瑞信中证港股通互联网交易型开放式指数证券投资基金,931637.CSI,中证港股通互联网指数,20260318,,P,SZ,工银瑞信基金,国信证券股份有限公司,,纯境内
159180.SZ,软件ETF银华,软件ETF银华,银华国证工业软件主题交易型开放式指数证券投资基金,980034.SZ,国证工业软件主题指数,20260325,,P,SZ,银华基金,华泰证券股份有限公司,,纯境内
159181.SZ,易方达国证石油天然气ETF,石油ETF易方达,易方达国证石油天然气交易型开放式指数证券投资基金,399439.SZ,国证石油天然气指数,20260311,2026-03-19,L,SZ,易方达基金,招商银行股份有限公司,0.15,纯境内
159183.SZ,招商中证新能源汽车ETF,新能源车ETF招商,招商中证新能源汽车交易型开放式指数证券投资基金,399976.SZ,中证新能源汽车指数,20260313,2026-03-24,L,SZ,招商基金,浙商银行股份有限公司,0.5,纯境内
159185.SZ,鹏华中证港股通信息技术综合ETF,鹏华中证港股通信息技术综合ETF,鹏华中证港股通信息技术综合交易型开放式指数证券投资基金,930967.CSI,中证港股通信息技术综合指数,,,P,SZ,鹏华基金,光大证券股份有限公司,,纯境内
159186.SZ,鹏华恒生港股通汽车主题ETF,鹏华恒生港股通汽车主题ETF,鹏华恒生港股通汽车主题交易型开放式指数证券投资基金,HSSCAM.HI,恒生港股通汽车主题指数,,,P,SZ,鹏华基金,江苏银行股份有限公司,,纯境内
159187.SZ,景顺长城创业板新能源ETF,景顺长城创业板新能源ETF,景顺长城创业板新能源交易型开放式指数证券投资基金,399266.SZ,创业板新能源指数,20260324,2026-04-01,P,SZ,景顺长城基金,华泰证券股份有限公司,0.5,纯境内
159188.SZ,景顺长城标普中国A股红利100ETF,景顺长城标普中国A股红利100ETF,景顺长城标普中国A股红利100交易型开放式指数证券投资基金,SPCADMCP.OTH,标普中国A股红利100指数,,,P,SZ,景顺长城基金,中信建投证券股份有限公司,,纯境内
159189.SZ,华夏国证石油天然气ETF,石油ETF华夏,华夏国证石油天然气交易型开放式指数证券投资基金,399439.SZ,国证石油天然气指数,20260311,2026-03-19,L,SZ,华夏基金,中国建设银行股份有限公司,0.15,纯境内
159190.SZ,天弘创业板新能源ETF,天弘创业板新能源ETF,天弘创业板新能源交易型开放式指数证券投资基金,399266.SZ,创业板新能源指数,20260318,2026-03-30,L,SZ,天弘基金,中信建投证券股份有限公司,0.5,纯境内
159191.SZ,易方达国证港股通科技ETF,港股通科技ETF易方达,易方达国证港股通科技交易型开放式指数证券投资基金,987008.SZ,国证港股通科技指数,20260318,2026-03-26,L,SZ,易方达基金,中国建设银行股份有限公司,0.3,纯境内
159195.SZ,华安国证石油天然气ETF,华安国证石油天然气ETF,华安国证石油天然气交易型开放式指数证券投资基金,399439.SZ,国证石油天然气指数,20260320,2026-04-02,P,SZ,华安基金,国投证券股份有限公司,,纯境内
159196.SZ,易方达中证港股通信息技术综合ETF,易方达中证港股通信息技术综合ETF,易方达中证港股通信息技术综合交易型开放式指数证券投资基金,930967.CSI,中证港股通信息技术综合指数,20260325,,P,SZ,易方达基金,兴业银行股份有限公司,0.5,纯境内
159197.SZ,招商国证石油天然气ETF,招商国证石油天然气ETF,招商国证石油天然气交易型开放式指数证券投资基金,399439.SZ,国证石油天然气指数,20260325,2026-04-02,P,SZ,招商基金,东方财富证券股份有限公司,,纯境内
159198.SZ,富国中证港股通信息技术综合ETF,富国中证港股通信息技术综合ETF,富国中证港股通信息技术综合交易型开放式指数证券投资基金,930967.CSI,中证港股通信息技术综合指数,20260325,,P,SZ,富国基金,兴业银行股份有限公司,,纯境内
